日期,时段序号,时间段,电价(元/kWh说明),电价(元/kWh),小区负载(kW),光伏功率(kW),负载电量(kWh),光伏电量(kWh),净负荷(kWh),计划购电量(kWh),实际购电量(kWh),紧急购电量(kWh),充电量(kWh),放电量(kWh),弃光电量(kWh),时段末储电量(kWh),该时段购电费(元)
2025-03-23,19,3:00-3:10,附件1单日曲线,0.437400,3479.367200,0.000000,579.894533,0.000000,579.894533,579.894533,579.894533,0.000000,0.000000,0.000000,0.000000,10050.000000,253.645869
2025-03-23,20,3:10-3:20,附件1单日曲线,0.437100,3618.574600,0.000000,603.095767,0.000000,603.095767,603.095767,603.095767,0.000000,0.000000,0.000000,0.000000,10050.000000,263.613160
2025-03-23,21,3:20-3:30,附件1单日曲线,0.435600,3826.070000,0.000000,637.678333,0.000000,637.678333,637.678333,637.678333,0.000000,0.000000,0.000000,0.000000,10050.000000,277.772682
2025-03-23,22,3:30-3:40,附件1单日曲线,0.435300,3685.862700,0.000000,614.310450,0.000000,614.310450,614.310450,614.310450,0.000000,0.000000,0.000000,0.000000,10050.000000,267.409339
2025-03-23,23,3:40-3:50,附件1单日曲线,0.436000,3513.123400,0.000000,585.520567,0.000000,585.520567,585.520567,585.520567,0.000000,0.000000,0.000000,0.000000,10050.000000,255.286967
2025-03-23,24,3:50-4:00,附件1单日曲线,0.437800,3557.810000,0.000000,592.968333,0.000000,592.968333,592.968333,592.968333,0.000000,0.000000,0.000000,0.000000,10050.000000,259.601536
2025-03-23,25,4:00-4:10,附件1单日曲线,0.440100,3743.966500,0.001700,623.994417,0.000283,623.994133,623.994133,623.994133,0.000000,0.000000,0.000000,0.000000,10050.000000,274.619818
2025-03-23,26,4:10-4:20,附件1单日曲线,0.438900,3724.764200,0.000000,620.794033,0.000000,620.794033,620.794033,620.794033,0.000000,0.000000,0.000000,0.000000,10050.000000,272.466501
2025-03-23,27,4:20-4:30,附件1单日曲线,0.436400,3568.200000,0.000000,594.700000,0.000000,594.700000,594.700000,594.700000,0.000000,0.000000,0.000000,0.000000,10050.000000,259.527080
2025-03-23,28,4:30-4:40,附件1单日曲线,0.439300,3652.699500,0.024200,608.783250,0.004033,608.779217,608.779217,608.779217,0.000000,0.000000,0.000000,0.000000,10050.000000,267.436710
2025-03-23,29,4:40-4:50,附件1单日曲线,0.442200,3695.850500,0.000000,615.975083,0.000000,615.975083,615.975083,615.975083,0.000000,0.000000,0.000000,0.000000,10050.000000,272.384182
2025-03-23,30,4:50-5:00,附件1单日曲线,0.439500,3620.210000,0.000000,603.368333,0.000000,603.368333,603.368333,603.368333,0.000000,0.000000,0.000000,0.000000,10050.000000,265.180383
2025-03-23,31,5:00-5:10,附件1单日曲线,0.433300,3655.956100,0.336700,609.326017,0.056117,609.269900,609.269900,609.269900,0.000000,0.000000,0.000000,0.000000,10050.000000,263.996648
2025-03-23,32,5:10-5:20,附件1单日曲线,0.443900,3757.280200,0.000000,626.213367,0.000000,626.213367,626.213367,626.213367,0.000000,0.000000,0.000000,0.000000,10050.000000,277.976113
2025-03-23,33,5:20-5:30,附件1单日曲线,0.430100,3699.050000,0.000000,616.508333,0.000000,616.508333,616.508333,616.508333,0.000000,0.000000,0.000000,0.000000,10050.000000,265.160234
2025-03-23,34,5:30-5:40,附件1单日曲线,0.371300,3426.303900,4.689000,571.050650,0.781500,570.269150,1403.602483,1403.602483,0.000000,833.333333,0.000000,0.000000,10800.000000,521.157602
2025-03-23,35,5:40-5:50,附件1单日曲线,0.570800,3922.910700,0.000000,653.818450,0.000000,653.818450,653.818450,653.818450,0.000000,0.000000,0.000000,0.000000,10800.000000,373.199571
2025-03-23,36,5:50-6:00,附件1单日曲线,0.909900,4917.210000,11.625000,819.535000,1.937500,817.597500,0.000000,0.000000,0.000000,0.000000,817.597500,0.000000,9891.558333,0.000000
2025-03-23,37,6:00-6:10,附件1单日曲线,0.936800,5089.101900,182.962700,848.183650,30.493783,817.689867,0.000000,0.000000,0.000000,0.000000,817.689867,0.000000,8983.014037,0.000000
2025-03-23,38,6:10-6:20,附件1单日曲线,0.875800,4963.703300,444.575000,827.283883,74.095833,753.188050,0.000000,0.000000,0.000000,0.000000,753.188050,0.000000,8146.138426,0.000000
2025-03-23,39,6:20-6:30,附件1单日曲线,0.875900,4938.030000,722.287500,823.005000,120.381250,702.623750,0.000000,0.000000,0.000000,0.000000,702.623750,0.000000,7365.445370,0.000000
2025-03-23,40,6:30-6:40,附件1单日曲线,0.860100,4866.828700,990.417800,811.138117,165.069633,646.068483,0.000000,0.000000,0.000000,0.000000,646.068483,0.000000,6647.591500,0.000000
2025-03-23,41,6:40-6:50,附件1单日曲线,0.844200,4849.939700,1307.409100,808.323283,217.901517,590.421767,0.000000,0.000000,0.000000,0.000000,590.421767,0.000000,5991.567315,0.000000
2025-03-23,42,6:50-7:00,附件1单日曲线,0.833400,4825.190000,1677.300000,804.198333,279.550000,524.648333,0.000000,0.000000,0.000000,0.000000,524.648333,0.000000,5408.624722,0.000000
2025-03-23,43,7:00-7:10,附件1单日曲线,0.809200,4644.576500,2042.980600,774.096083,340.496767,433.599317,110.435067,110.435067,0.000000,0.000000,323.164250,0.000000,5049.553333,89.364056
2025-03-23,44,7:10-7:20,附件1单日曲线,0.797200,4706.378400,2400.839500,784.396400,400.139917,384.256483,384.256483,384.256483,0.000000,0.000000,0.000000,0.000000,5049.553333,306.329269
2025-03-23,45,7:20-7:30,附件1单日曲线,0.764400,4861.310000,2705.025000,810.218333,450.837500,359.380833,359.380833,359.380833,0.000000,0.000000,0.000000,0.000000,5049.553333,274.710709
2025-03-23,46,7:30-7:40,附件1单日曲线,0.689900,4699.785400,2905.859900,783.297567,484.309983,298.987583,298.987583,298.987583,0.000000,0.000000,0.000000,0.000000,5049.553333,206.271534
2025-03-23,47,7:40-7:50,附件1单日曲线,0.860000,5430.292600,3156.088000,905.048767,526.014667,379.034100,0.000000,0.000000,0.000000,0.000000,379.034100,0.000000,4628.404333,0.000000
2025-03-23,48,7:50-8:00,附件1单日曲线,1.161700,6685.600000,3476.850000,1114.266667,579.475000,534.791667,0.000000,0.000000,0.000000,0.000000,534.791667,0.000000,4034.191370,0.000000
2025-03-23,49,8:00-8:10,附件1单日曲线,1.168300,6763.661200,3776.301800,1127.276867,629.383633,497.893233,0.000000,0.000000,0.000000,0.000000,497.893233,0.000000,3480.976667,0.000000
2025-03-23,50,8:10-8:20,附件1单日曲线,1.095600,6530.478400,4227.720800,1088.413067,704.620133,383.792933,0.000000,0.000000,0.000000,0.000000,383.792933,0.000000,3054.540074,0.000000
2025-03-23,51,8:20-8:30,附件1单日曲线,1.084900,6518.870000,4748.325000,1086.478333,791.387500,295.090833,0.000000,0.000000,0.000000,0.000000,295.090833,0.000000,2726.661370,0.000000
2025-03-23,52,8:30-8:40,附件1单日曲线,1.061000,6409.663700,5039.803600,1068.277283,839.967267,228.310017,0.000000,0.000000,0.000000,0.000000,228.310017,0.000000,2472.983574,0.000000
2025-03-23,53,8:40-8:50,附件1单日曲线,1.043000,6445.066800,5231.984800,1074.177800,871.997467,202.180333,0.000000,0.000000,0.000000,0.000000,202.180333,0.000000,2248.338759,0.000000
2025-03-23,54,8:50-9:00,附件1单日曲线,1.036000,6590.580000,5402.812500,1098.430000,900.468750,197.961250,0.000000,0.000000,0.000000,0.000000,197.961250,0.000000,2028.381815,0.000000
2025-03-23,55,9:00-9:10,附件1单日曲线,1.014700,6526.887700,5488.924900,1087.814617,914.820817,172.993800,0.000000,0.000000,0.000000,0.000000,172.993800,0.000000,1836.166481,0.000000
2025-03-23,56,9:10-9:20,附件1单日曲线,0.992200,6493.584300,5514.055900,1082.264050,919.009317,163.254733,0.000000,0.000000,0.000000,0.000000,163.254733,0.000000,1654.772333,0.000000
2025-03-23,57,9:20-9:30,附件1单日曲线,0.970000,6559.420000,5579.700000,1093.236667,929.950000,163.286667,0.000000,0.000000,0.000000,0.000000,163.286667,0.000000,1473.342704,0.000000
2025-03-23,58,9:30-9:40,附件1单日曲线,0.942200,6546.536600,5791.023400,1091.089433,965.170567,125.918867,0.000000,0.000000,0.000000,0.000000,125.918867,0.000000,1333.432852,0.000000
2025-03-23,59,9:40-9:50,附件1单日曲线,0.956900,6543.990900,6054.476000,1090.665150,1009.079333,81.585817,0.000000,0.000000,0.000000,0.000000,81.585817,0.000000,1242.781944,0.000000
2025-03-23,60,9:50-10:00,附件1单日曲线,0.997700,6534.660000,6303.637500,1089.110000,1050.606250,38.503750,0.000000,0.000000,0.000000,0.000000,38.503750,0.000000,1200.000000,0.000000
2025-03-23,61,10:00-10:10,附件1单日曲线,0.991900,6402.553600,6552.724400,1067.092267,1092.120733,-25.028467,0.000000,0.000000,0.000000,25.028467,0.000000,0.000000,1222.525620,0.000000
2025-03-23,62,10:10-10:20,附件1单日曲线,0.958800,6332.799300,6825.857300,1055.466550,1137.642883,-82.176333,0.000000,0.000000,0.000000,82.176333,0.000000,0.000000,1296.484320,0.000000
2025-03-23,63,10:20-10:30,附件1单日曲线,0.954900,6385.120000,7079.887500,1064.186667,1179.981250,-115.794583,0.000000,0.000000,0.000000,115.794583,0.000000,0.000000,1400.699445,0.000000
2025-03-23,64,10:30-10:40,附件1单日曲线,0.983900,6444.177900,7204.871900,1074.029650,1200.811983,-126.782333,0.000000,0.000000,0.000000,126.782333,0.000000,0.000000,1514.803545,0.000000
2025-03-23,65,10:40-10:50,附件1单日曲线,0.799000,6500.264000,7111.162900,1083.377333,1185.193817,-101.816483,0.000000,0.000000,0.000000,101.816483,0.000000,0.000000,1606.438380,0.000000
2025-03-23,66,10:50-11:00,附件1单日曲线,0.502500,6467.290000,6985.462500,1077.881667,1164.243750,-86.362083,0.000000,0.000000,0.000000,86.362083,0.000000,0.000000,1684.164255,0.000000
2025-03-23,67,11:00-11:10,附件1单日曲线,0.466200,6271.409300,7146.773800,1045.234883,1191.128967,-145.894083,687.439250,687.439250,0.000000,833.333333,0.000000,0.000000,2434.164255,320.484178
2025-03-23,68,11:10-11:20,附件1单日曲线,0.500700,6284.689400,7375.202600,1047.448233,1229.200433,-181.752200,91.474417,91.474417,0.000000,273.226617,0.000000,0.000000,2680.068210,45.801240
2025-03-23,69,11:20-11:30,附件1单日曲线,0.482700,6466.180000,7631.025000,1077.696667,1271.837500,-194.140833,639.192500,639.192500,0.000000,833.333333,0.000000,0.000000,3430.068210,308.538220
2025-03-23,70,11:30-11:40,附件1单日曲线,0.478500,6376.000400,8045.079900,1062.666733,1340.846650,-278.179917,555.153417,555.153417,0.000000,833.333333,0.000000,0.000000,4180.068210,265.640910
2025-03-23,71,11:40-11:50,附件1单日曲线,0.466200,6082.179400,8184.184300,1013.696567,1364.030717,-350.334150,482.999183,482.999183,0.000000,833.333333,0.000000,0.000000,4930.068210,225.174219
2025-03-23,72,11:50-12:00,附件1单日曲线,0.443200,5808.960000,8043.937500,968.160000,1340.656250,-372.496250,460.837083,460.837083,0.000000,833.333333,0.000000,0.000000,5680.068210,204.242995
2025-03-23,73,12:00-12:10,附件1单日曲线,0.441100,5757.723900,8018.977800,959.620650,1336.496300,-376.875650,456.457683,456.457683,0.000000,833.333333,0.000000,0.000000,6430.068210,201.343484
2025-03-23,74,12:10-12:20,附件1单日曲线,0.455100,5932.365600,7828.983600,988.727600,1304.830600,-316.103000,517.230333,517.230333,0.000000,833.333333,0.000000,0.000000,7180.068210,235.391525
2025-03-23,75,12:20-12:30,附件1单日曲线,0.446300,6009.630000,7519.200000,1001.605000,1253.200000,-251.595000,581.738333,581.738333,0.000000,833.333333,0.000000,0.000000,7930.068210,259.629818
2025-03-23,76,12:30-12:40,附件1单日曲线,0.411300,5695.542600,7454.537400,949.257100,1242.422900,-293.165800,540.167533,540.167533,0.000000,833.333333,0.000000,0.000000,8680.068210,222.170906
2025-03-23,77,12:40-12:50,附件1单日曲线,0.568200,5866.219100,7302.407600,977.703183,1217.067933,-239.364750,0.000000,0.000000,0.000000,239.364750,0.000000,0.000000,8895.496485,0.000000
2025-03-23,78,12:50-13:00,附件1单日曲线,0.827900,6394.050000,7147.875000,1065.675000,1191.312500,-125.637500,0.000000,0.000000,0.000000,125.637500,0.000000,0.000000,9008.570235,0.000000
2025-03-23,79,13:00-13:10,附件1单日曲线,0.863600,6270.401400,7427.417000,1045.066900,1237.902833,-192.835933,0.000000,0.000000,0.000000,192.835933,0.000000,0.000000,9182.122575,0.000000
2025-03-23,80,13:10-13:20,附件1单日曲线,0.841600,6126.735300,7619.870900,1021.122550,1269.978483,-248.855933,0.000000,0.000000,0.000000,248.855933,0.000000,0.000000,9406.092915,0.000000
2025-03-23,81,13:20-13:30,附件1单日曲线,0.861800,6268.230000,7568.362500,1044.705000,1261.393750,-216.688750,0.000000,0.000000,0.000000,216.688750,0.000000,0.000000,9601.112790,0.000000
2025-03-23,82,13:30-13:40,附件1单日曲线,0.862300,6325.794000,7595.532200,1054.299000,1265.922033,-211.623033,0.000000,0.000000,0.000000,211.623033,0.000000,0.000000,9791.573520,0.000000
2025-03-23,83,13:40-13:50,附件1单日曲线,0.902600,6240.850000,7518.783400,1040.141667,1253.130567,-212.988900,0.000000,0.000000,0.000000,212.988900,0.000000,0.000000,9983.263530,0.000000
2025-03-23,84,13:50-14:00,附件1单日曲线,0.975400,6160.190000,7426.612500,1026.698333,1237.768750,-211.070417,0.000000,0.000000,0.000000,211.070417,0.000000,0.000000,10173.226905,0.000000
2025-03-23,85,14:00-14:10,附件1单日曲线,1.000200,6251.309800,7613.349300,1041.884967,1268.891550,-227.006583,0.000000,0.000000,0.000000,227.006583,0.000000,0.000000,10377.532830,0.000000
2025-03-23,86,14:10-14:20,附件1单日曲线,0.997800,6297.066200,7601.773800,1049.511033,1266.962300,-217.451267,0.000000,0.000000,0.000000,217.451267,0.000000,0.000000,10573.238970,0.000000
2025-03-23,87,14:20-14:30,附件1单日曲线,1.027100,6222.080000,7207.575000,1037.013333,1201.262500,-164.249167,0.000000,0.000000,0.000000,164.249167,0.000000,0.000000,10721.063220,0.000000
2025-03-23,88,14:30-14:40,附件1单日曲线,1.090600,6160.961000,6687.206200,1026.826833,1114.534367,-87.707533,0.000000,0.000000,0.000000,87.707533,0.000000,0.000000,10800.000000,0.000000
2025-03-23,89,14:40-14:50,附件1单日曲线,0.937600,6130.183900,6106.852500,1021.697317,1017.808750,3.888567,0.000000,0.000000,0.000000,0.000000,3.888567,0.000000,10795.679370,0.000000
2025-03-23,90,14:50-15:00,附件1单日曲线,0.669400,6088.020000,5653.162500,1014.670000,942.193750,72.476250,72.476250,72.476250,0.000000,0.000000,0.000000,0.000000,10795.679370,48.515602
2025-03-23,91,15:00-15:10,附件1单日曲线,0.660000,6018.779700,5524.551100,1003.129950,920.758517,82.371433,87.172133,87.172133,0.000000,4.800700,0.000000,0.000000,10800.000000,57.533608
2025-03-23,92,15:10-15:20,附件1单日曲线,0.721700,6100.937100,5295.124700,1016.822850,882.520783,134.302067,134.302067,134.302067,0.000000,0.000000,0.000000,0.000000,10800.000000,96.925802
2025-03-23,93,15:20-15:30,附件1单日曲线,0.730800,6239.740000,4888.275000,1039.956667,814.712500,225.244167,225.244167,225.244167,0.000000,0.000000,0.000000,0.000000,10800.000000,164.608437
2025-03-23,94,15:30-15:40,附件1单日曲线,0.753400,6153.979800,4604.495800,1025.663300,767.415967,258.247333,258.247333,258.247333,0.000000,0.000000,0.000000,0.000000,10800.000000,194.563541
2025-03-23,95,15:40-15:50,附件1单日曲线,0.782300,6092.401900,4238.608300,1015.400317,706.434717,308.965600,308.965600,308.965600,0.000000,0.000000,0.000000,0.000000,10800.000000,241.703789
2025-03-23,96,15:50-16:00,附件1单日曲线,0.805500,6156.990000,3794.550000,1026.165000,632.425000,393.740000,393.740000,393.740000,0.000000,0.000000,0.000000,0.000000,10800.000000,317.157570
2025-03-23,97,16:00-16:10,附件1单日曲线,0.827100,6192.347000,3512.566200,1032.057833,585.427700,446.630133,446.630133,446.630133,0.000000,0.000000,0.000000,0.000000,10800.000000,369.407783
2025-03-23,98,16:10-16:20,附件1单日曲线,0.851900,6149.898000,3224.494600,1024.983000,537.415767,487.567233,487.567233,487.567233,0.000000,0.000000,0.000000,0.000000,10800.000000,415.358526
2025-03-23,99,16:20-16:30,附件1单日曲线,0.879100,6128.960000,2901.900000,1021.493333,483.650000,537.843333,537.843333,537.843333,0.000000,0.000000,0.000000,0.000000,10800.000000,472.818074
2025-03-23,100,16:30-16:40,附件1单日曲线,0.902400,6224.827700,2677.200300,1037.471283,446.200050,591.271233,591.271233,591.271233,0.000000,0.000000,0.000000,0.000000,10800.000000,533.563161
2025-03-23,101,16:40-16:50,附件1单日曲线,0.916300,6072.526800,2355.088000,1012.087800,392.514667,619.573133,619.573133,619.573133,0.000000,0.000000,0.000000,0.000000,10800.000000,567.714862
2025-03-23,102,16:50-17:00,附件1单日曲线,0.926400,5830.750000,1909.800000,971.791667,318.300000,653.491667,653.491667,653.491667,0.000000,0.000000,0.000000,0.000000,10800.000000,605.394680
2025-03-23,103,17:00-17:10,附件1单日曲线,0.946200,6044.305900,1517.421600,1007.384317,252.903600,754.480717,754.480717,754.480717,0.000000,0.000000,0.000000,0.000000,10800.000000,713.889654
2025-03-23,104,17:10-17:20,附件1单日曲线,0.974200,6266.143100,1148.193000,1044.357183,191.365500,852.991683,852.991683,852.991683,0.000000,0.000000,0.000000,0.000000,10800.000000,830.984498
2025-03-23,105,17:20-17:30,附件1单日曲线,0.986200,6335.800000,796.800000,1055.966667,132.800000,923.166667,923.166667,923.166667,0.000000,0.000000,0.000000,0.000000,10800.000000,910.426967
2025-03-23,106,17:30-17:40,附件1单日曲线,0.976000,6389.267300,509.502500,1064.877883,84.917083,979.960800,979.960800,979.960800,0.000000,0.000000,0.000000,0.000000,10800.000000,956.441741
2025-03-23,107,17:40-17:50,附件1单日曲线,1.074200,5641.740000,230.093300,940.290000,38.348883,901.941117,901.941117,901.941117,0.000000,0.000000,0.000000,0.000000,10800.000000,968.865148
2025-03-23,108,17:50-18:00,附件1单日曲线,1.231300,4431.530000,13.237500,738.588333,2.206250,736.382083,736.382083,736.382083,0.000000,0.000000,0.000000,0.000000,10800.000000,906.707259
2025-03-23,109,18:00-18:10,附件1单日曲线,1.256100,4052.295600,0.000000,675.382600,0.000000,675.382600,675.382600,675.382600,0.000000,0.000000,0.000000,0.000000,10800.000000,848.348084
2025-03-23,110,18:10-18:20,附件1单日曲线,1.244700,4192.001500,6.455100,698.666917,1.075850,697.591067,697.591067,697.591067,0.000000,0.000000,0.000000,0.000000,10800.000000,868.291601
2025-03-23,111,18:20-18:30,附件1单日曲线,1.254500,4349.520000,0.000000,724.920000,0.000000,724.920000,724.920000,724.920000,0.000000,0.000000,0.000000,0.000000,10800.000000,909.412140
2025-03-23,112,18:30-18:40,附件1单日曲线,1.252200,4349.028400,0.000000,724.838067,0.000000,724.838067,724.838067,724.838067,0.000000,0.000000,0.000000,0.000000,10800.000000,907.642227
2025-03-23,113,18:40-18:50,附件1单日曲线,1.288100,4392.549100,0.463500,732.091517,0.077250,732.014267,79.308250,79.308250,0.000000,0.000000,652.706017,0.000000,10074.771093,102.156957
2025-03-23,114,18:50-19:00,附件1单日曲线,1.346600,4448.620000,0.000000,741.436667,0.000000,741.436667,0.000000,0.000000,0.000000,0.000000,741.436667,0.000000,9250.952574,0.000000
2025-03-23,115,19:00-19:10,附件1单日曲线,1.352300,4304.060200,0.000000,717.343367,0.000000,717.343367,0.000000,0.000000,0.000000,0.000000,717.343367,0.000000,8453.904389,0.000000
2025-03-23,116,19:10-19:20,附件1单日曲线,1.344500,4299.772300,0.033300,716.628717,0.005550,716.623167,0.000000,0.000000,0.000000,0.000000,716.623167,0.000000,7657.656426,0.000000
2025-03-23,117,19:20-19:30,附件1单日曲线,1.348300,4444.770000,0.000000,740.795000,0.000000,740.795000,0.000000,0.000000,0.000000,0.000000,740.795000,0.000000,6834.550870,0.000000
2025-03-23,118,19:30-19:40,附件1单日曲线,1.349000,4413.661600,0.000000,735.610267,0.000000,735.610267,0.000000,0.000000,0.000000,0.000000,735.610267,0.000000,6017.206130,0.000000
2025-03-23,119,19:40-19:50,附件1单日曲线,1.347300,4421.024700,0.002400,736.837450,0.000400,736.837050,0.000000,0.000000,0.000000,0.000000,736.837050,0.000000,5198.498296,0.000000
2025-03-23,120,19:50-20:00,附件1单日曲线,1.348200,4404.040000,0.000000,734.006667,0.000000,734.006667,0.000000,0.000000,0.000000,0.000000,734.006667,0.000000,4382.935333,0.000000
2025-03-23,121,20:00-20:10,附件1单日曲线,1.351300,4117.327100,0.000000,686.221183,0.000000,686.221183,0.000000,0.000000,0.000000,0.000000,686.221183,0.000000,3620.467352,0.000000
2025-03-23,122,20:10-20:20,附件1单日曲线,1.340000,4210.611500,0.000000,701.768583,0.000000,701.768583,0.000000,0.000000,0.000000,0.000000,701.768583,0.000000,2840.724481,0.000000
2025-03-23,123,20:20-20:30,附件1单日曲线,1.348900,4537.340000,0.000000,756.223333,0.000000,756.223333,0.000000,0.000000,0.000000,0.000000,756.223333,0.000000,2000.476333,0.000000
2025-03-23,124,20:30-20:40,附件1单日曲线,1.395200,4322.572200,0.000000,720.428700,0.000000,720.428700,0.000000,0.000000,0.000000,0.000000,720.428700,0.000000,1200.000000,0.000000
2025-03-23,125,20:40-20:50,附件1单日曲线,1.222600,4326.645500,0.000000,721.107583,0.000000,721.107583,721.107583,721.107583,0.000000,0.000000,0.000000,0.000000,1200.000000,881.626131
2025-03-23,126,20:50-21:00,附件1单日曲线,0.933200,4573.140000,0.000000,762.190000,0.000000,762.190000,762.190000,762.190000,0.000000,0.000000,0.000000,0.000000,1200.000000,711.275708
2025-03-23,127,21:00-21:10,附件1单日曲线,0.906800,4308.381900,0.000000,718.063650,0.000000,718.063650,718.063650,718.063650,0.000000,0.000000,0.000000,0.000000,1200.000000,651.140118
2025-03-23,128,21:10-21:20,附件1单日曲线,0.937100,4163.947400,0.000000,693.991233,0.000000,693.991233,693.991233,693.991233,0.000000,0.000000,0.000000,0.000000,1200.000000,650.339185
2025-03-23,129,21:20-21:30,附件1单日曲线,0.937100,4377.550000,0.000000,729.591667,0.000000,729.591667,729.591667,729.591667,0.000000,0.000000,0.000000,0.000000,1200.000000,683.700351
2025-03-23,130,21:30-21:40,附件1单日曲线,0.987100,4466.523500,0.000000,744.420583,0.000000,744.420583,744.420583,744.420583,0.000000,0.000000,0.000000,0.000000,1200.000000,734.817558
2025-03-23,131,21:40-21:50,附件1单日曲线,0.776400,4100.192300,0.000000,683.365383,0.000000,683.365383,683.365383,683.365383,0.000000,0.000000,0.000000,0.000000,1200.000000,530.564884
2025-03-23,132,21:50-22:00,附件1单日曲线,0.420900,3518.800000,0.000000,586.466667,0.000000,586.466667,1419.800000,1419.800000,0.000000,833.333333,0.000000,0.000000,1950.000000,597.593820
2025-03-23,133,22:00-22:10,附件1单日曲线,0.385900,3301.638500,0.000000,550.273083,0.000000,550.273083,1383.606417,1383.606417,0.000000,833.333333,0.000000,0.000000,2700.000000,533.933716
2025-03-23,134,22:10-22:20,附件1单日曲线,0.436800,3292.784700,0.000000,548.797450,0.000000,548.797450,548.797450,548.797450,0.000000,0.000000,0.000000,0.000000,2700.000000,239.714726
2025-03-23,135,22:20-22:30,附件1单日曲线,0.419800,3310.460000,0.000000,551.743333,0.000000,551.743333,1385.076667,1385.076667,0.000000,833.333333,0.000000,0.000000,3450.000000,581.455185
2025-03-23,136,22:30-22:40,附件1单日曲线,0.418600,3325.494200,0.000000,554.249033,0.000000,554.249033,1387.582367,1387.582367,0.000000,833.333333,0.000000,0.000000,4200.000000,580.841979
2025-03-23,137,22:40-22:50,附件1单日曲线,0.424100,3270.427100,0.000000,545.071183,0.000000,545.071183,545.071183,545.071183,0.000000,0.000000,0.000000,0.000000,4200.000000,231.164689
2025-03-23,138,22:50-23:00,附件1单日曲线,0.423700,3205.920000,0.000000,534.320000,0.000000,534.320000,1367.653333,1367.653333,0.000000,833.333333,0.000000,0.000000,4950.000000,579.474717
2025-03-23,139,23:00-23:10,附件1单日曲线,0.424800,3257.901500,0.000000,542.983583,0.000000,542.983583,542.983583,542.983583,0.000000,0.000000,0.000000,0.000000,4950.000000,230.659426
2025-03-23,140,23:10-23:20,附件1单日曲线,0.424000,3266.244600,0.000000,544.374100,0.000000,544.374100,877.707433,877.707433,0.000000,333.333333,0.000000,0.000000,5250.000000,372.147952
2025-03-23,141,23:20-23:30,附件1单日曲线,0.422000,3244.620000,0.000000,540.770000,0.000000,540.770000,1374.103333,1374.103333,0.000000,833.333333,0.000000,0.000000,6000.000000,579.871607
2025-03-23,142,23:30-23:40,附件1单日曲线,0.424000,3356.985700,0.000000,559.497617,0.000000,559.497617,559.497617,559.497617,0.000000,0.000000,0.000000,0.000000,6000.000000,237.226989
2025-03-23,143,23:40-23:50,附件1单日曲线,0.427100,3395.783600,0.000000,565.963933,0.000000,565.963933,565.963933,565.963933,0.000000,0.000000,0.000000,0.000000,6000.000000,241.723196
2025-03-23,144,23:50-0:00+1,附件1单日曲线,0.427600,3392.550000,0.000000,565.425000,0.000000,565.425000,565.425000,565.425000,0.000000,0.000000,0.000000,0.000000,6000.000000,241.775730
2025-03-24,1,0:00-0:10,附件1单日曲线,0.424800,3547.304900,0.000000,591.217483,0.000000,591.217483,1424.550817,1424.550817,0.000000,833.333333,0.000000,0.000000,6750.000000,605.149187
2025-03-24,2,0:10-0:20,附件1单日曲线,0.424500,3426.247500,0.000000,571.041250,0.000000,571.041250,1404.374583,1404.374583,0.000000,833.333333,0.000000,0.000000,7500.000000,596.157011
2025-03-24,3,0:20-0:30,附件1单日曲线,0.426900,3138.350000,0.000000,523.058333,0.000000,523.058333,1356.391667,1356.391667,0.000000,833.333333,0.000000,0.000000,8250.000000,579.043603
2025-03-24,4,0:30-0:40,附件1单日曲线,0.427200,3249.938100,0.000000,541.656350,0.000000,541.656350,1374.989683,1374.989683,0.000000,833.333333,0.000000,0.000000,9000.000000,587.395593
2025-03-24,5,0:40-0:50,附件1单日曲线,0.427100,3358.297400,0.000000,559.716233,0.000000,559.716233,1393.049567,1393.049567,0.000000,833.333333,0.000000,0.000000,9750.000000,594.971470
2025-03-24,6,0:50-1:00,附件1单日曲线,0.428500,3292.440000,0.000000,548.740000,0.000000,548.740000,548.740000,548.740000,0.000000,0.000000,0.000000,0.000000,9750.000000,235.135090
2025-03-24,7,1:00-1:10,附件1单日曲线,0.431100,3302.265300,0.000000,550.377550,0.000000,550.377550,550.377550,550.377550,0.000000,0.000000,0.000000,0.000000,9750.000000,237.267762
2025-03-24,8,1:10-1:20,附件1单日曲线,0.430200,3392.758200,0.000000,565.459700,0.000000,565.459700,565.459700,565.459700,0.000000,0.000000,0.000000,0.000000,9750.000000,243.260763
2025-03-24,9,1:20-1:30,附件1单日曲线,0.427900,3467.470000,0.000000,577.911667,0.000000,577.911667,911.245000,911.245000,0.000000,333.333333,0.000000,0.000000,10050.000000,389.921735
2025-03-24,10,1:30-1:40,附件1单日曲线,0.431200,3454.595100,0.000000,575.765850,0.000000,575.765850,575.765850,575.765850,0.000000,0.000000,0.000000,0.000000,10050.000000,248.270235
2025-03-24,11,1:40-1:50,附件1单日曲线,0.433300,3509.094400,0.000000,584.849067,0.000000,584.849067,584.849067,584.849067,0.000000,0.000000,0.000000,0.000000,10050.000000,253.415101
2025-03-24,12,1:50-2:00,附件1单日曲线,0.431100,3582.510000,0.000000,597.085000,0.000000,597.085000,597.085000,597.085000,0.000000,0.000000,0.000000,0.000000,10050.000000,257.403344
2025-03-24,13,2:00-2:10,附件1单日曲线,0.429300,3490.971500,0.000000,581.828583,0.000000,581.828583,581.828583,581.828583,0.000000,0.000000,0.000000,0.000000,10050.000000,249.779011
